select t.term, a.* 
from ALL_Allele_Mutation a, VOC_Term t
where not exists (select 1 from ALL_Allele b where a._allele_key = b._allele_key)
and a._mutation_key = t._term_key
;
             term              | _allele_key | _mutation_key |    creation_date    |  modification_date  
-------------------------------+-------------+---------------+---------------------+---------------------
 Insertion of gene trap vector |       75850 |       3983022 | 2009-08-11 09:48:07 | 2009-08-11 09:48:07
 Insertion of gene trap vector |       76112 |       3983022 | 2009-08-11 09:48:24 | 2009-08-11 09:48:24
 Insertion of gene trap vector |       76179 |       3983022 | 2009-08-11 09:48:28 | 2009-08-11 09:48:28
 Insertion of gene trap vector |       76180 |       3983022 | 2009-08-11 09:48:28 | 2009-08-11 09:48:28
 Insertion of gene trap vector |       76189 |       3983022 | 2009-08-11 09:48:29 | 2009-08-11 09:48:29
 Insertion of gene trap vector |       76194 |       3983022 | 2009-08-11 09:48:29 | 2009-08-11 09:48:29
 Insertion of gene trap vector |       76195 |       3983022 | 2009-08-11 09:48:29 | 2009-08-11 09:48:29
 Insertion of gene trap vector |       76198 |       3983022 | 2009-08-11 09:48:29 | 2009-08-11 09:48:29
 Insertion of gene trap vector |       76208 |       3983022 | 2009-08-11 09:48:30 | 2009-08-11 09:48:30
 Insertion of gene trap vector |       76333 |       3983022 | 2009-08-11 09:48:38 | 2009-08-11 09:48:38
 Insertion of gene trap vector |       76420 |       3983022 | 2009-08-11 09:48:44 | 2009-08-11 09:48:44
 Insertion of gene trap vector |       76427 |       3983022 | 2009-08-11 09:48:44 | 2009-08-11 09:48:44
 Insertion of gene trap vector |       77087 |       3983022 | 2009-08-11 09:49:26 | 2009-08-11 09:49:26
 Insertion of gene trap vector |       77470 |       3983022 | 2009-08-11 09:49:51 | 2009-08-11 09:49:51
 Insertion of gene trap vector |       77570 |       3983022 | 2009-08-11 09:49:57 | 2009-08-11 09:49:57
 Insertion of gene trap vector |       77600 |       3983022 | 2009-08-11 09:49:59 | 2009-08-11 09:49:59
 Insertion of gene trap vector |       77654 |       3983022 | 2009-08-11 09:50:02 | 2009-08-11 09:50:02
 Insertion of gene trap vector |       77657 |       3983022 | 2009-08-11 09:50:02 | 2009-08-11 09:50:02
 Insertion of gene trap vector |       78014 |       3983022 | 2009-08-11 09:50:25 | 2009-08-11 09:50:25
 Insertion of gene trap vector |       78557 |       3983022 | 2009-08-11 09:51:02 | 2009-08-11 09:51:02
 Insertion of gene trap vector |       78663 |       3983022 | 2009-08-11 09:51:09 | 2009-08-11 09:51:09
 Insertion of gene trap vector |       78983 |       3983022 | 2009-08-11 09:51:30 | 2009-08-11 09:51:30
 Insertion of gene trap vector |       79000 |       3983022 | 2009-08-11 09:51:31 | 2009-08-11 09:51:31
 Insertion of gene trap vector |       79030 |       3983022 | 2009-08-11 09:51:33 | 2009-08-11 09:51:33
 Insertion of gene trap vector |       79061 |       3983022 | 2009-08-11 09:51:35 | 2009-08-11 09:51:35
 Insertion of gene trap vector |       79105 |       3983022 | 2009-08-11 09:51:38 | 2009-08-11 09:51:38
 Insertion of gene trap vector |       79242 |       3983022 | 2009-08-11 09:51:47 | 2009-08-11 09:51:47
 Insertion of gene trap vector |       84332 |       3983022 | 2009-08-11 09:57:26 | 2009-08-11 09:57:26
 Insertion of gene trap vector |       84337 |       3983022 | 2009-08-11 09:57:26 | 2009-08-11 09:57:26
 Insertion of gene trap vector |       84374 |       3983022 | 2009-08-11 09:57:28 | 2009-08-11 09:57:28
 Insertion of gene trap vector |       84375 |       3983022 | 2009-08-11 09:57:28 | 2009-08-11 09:57:28
 Insertion of gene trap vector |       84378 |       3983022 | 2009-08-11 09:57:29 | 2009-08-11 09:57:29
 Insertion of gene trap vector |       84381 |       3983022 | 2009-08-11 09:57:29 | 2009-08-11 09:57:29
 Insertion of gene trap vector |       84386 |       3983022 | 2009-08-11 09:57:29 | 2009-08-11 09:57:29
 Insertion of gene trap vector |       84387 |       3983022 | 2009-08-11 09:57:29 | 2009-08-11 09:57:29
 Insertion of gene trap vector |       84392 |       3983022 | 2009-08-11 09:57:30 | 2009-08-11 09:57:30
 Insertion of gene trap vector |       84401 |       3983022 | 2009-08-11 09:57:30 | 2009-08-11 09:57:30
 Insertion of gene trap vector |       84404 |       3983022 | 2009-08-11 09:57:30 | 2009-08-11 09:57:30
 Insertion of gene trap vector |       84442 |       3983022 | 2009-08-11 09:57:33 | 2009-08-11 09:57:33
 Insertion of gene trap vector |       84556 |       3983022 | 2009-08-11 09:57:41 | 2009-08-11 09:57:41
 Insertion of gene trap vector |       84580 |       3983022 | 2009-08-11 09:57:43 | 2009-08-11 09:57:43
 Insertion of gene trap vector |       84622 |       3983022 | 2009-08-11 09:57:46 | 2009-08-11 09:57:46
 Insertion of gene trap vector |       84652 |       3983022 | 2009-08-11 09:57:48 | 2009-08-11 09:57:48
 Insertion of gene trap vector |       84657 |       3983022 | 2009-08-11 09:57:48 | 2009-08-11 09:57:48
 Insertion of gene trap vector |       84662 |       3983022 | 2009-08-11 09:57:48 | 2009-08-11 09:57:48
 Insertion of gene trap vector |       84663 |       3983022 | 2009-08-11 09:57:48 | 2009-08-11 09:57:48
 Insertion of gene trap vector |       84672 |       3983022 | 2009-08-11 09:57:49 | 2009-08-11 09:57:49
 Insertion of gene trap vector |       84673 |       3983022 | 2009-08-11 09:57:49 | 2009-08-11 09:57:49
 Insertion of gene trap vector |       84730 |       3983022 | 2009-08-11 09:57:53 | 2009-08-11 09:57:53
 Insertion of gene trap vector |       84743 |       3983022 | 2009-08-11 09:57:54 | 2009-08-11 09:57:54
 Insertion of gene trap vector |       85109 |       3983022 | 2009-08-11 09:58:18 | 2009-08-11 09:58:18
 Insertion of gene trap vector |       88205 |       3983022 | 2009-08-11 10:01:48 | 2009-08-11 10:01:48
 Insertion of gene trap vector |       88223 |       3983022 | 2009-08-11 10:01:49 | 2009-08-11 10:01:49
 Insertion of gene trap vector |       88386 |       3983022 | 2009-08-11 10:02:00 | 2009-08-11 10:02:00
 Insertion of gene trap vector |       88520 |       3983022 | 2009-08-11 10:02:09 | 2009-08-11 10:02:09
 Insertion of gene trap vector |       88744 |       3983022 | 2009-08-11 10:02:24 | 2009-08-11 10:02:24
 Insertion of gene trap vector |       88854 |       3983022 | 2009-08-11 10:02:31 | 2009-08-11 10:02:31
 Insertion of gene trap vector |       88855 |       3983022 | 2009-08-11 10:02:31 | 2009-08-11 10:02:31
 Insertion of gene trap vector |       88868 |       3983022 | 2009-08-11 10:02:32 | 2009-08-11 10:02:32
 Insertion of gene trap vector |       88870 |       3983022 | 2009-08-11 10:02:32 | 2009-08-11 10:02:32
 Insertion of gene trap vector |       88925 |       3983022 | 2009-08-11 10:02:36 | 2009-08-11 10:02:36
 Insertion of gene trap vector |       88974 |       3983022 | 2009-08-11 10:02:39 | 2009-08-11 10:02:39
 Insertion of gene trap vector |       89048 |       3983022 | 2009-08-11 10:02:44 | 2009-08-11 10:02:44
 Insertion of gene trap vector |       89177 |       3983022 | 2009-08-11 10:02:52 | 2009-08-11 10:02:52
 Insertion of gene trap vector |       89471 |       3983022 | 2009-08-11 10:03:12 | 2009-08-11 10:03:12
 Insertion of gene trap vector |       89493 |       3983022 | 2009-08-11 10:03:13 | 2009-08-11 10:03:13
 Insertion of gene trap vector |       89585 |       3983022 | 2009-08-11 10:03:19 | 2009-08-11 10:03:19
 Insertion of gene trap vector |       89601 |       3983022 | 2009-08-11 10:03:20 | 2009-08-11 10:03:20
 Insertion of gene trap vector |       89708 |       3983022 | 2009-08-11 10:03:27 | 2009-08-11 10:03:27
 Insertion of gene trap vector |       89715 |       3983022 | 2009-08-11 10:03:28 | 2009-08-11 10:03:28
 Insertion of gene trap vector |       89866 |       3983022 | 2009-08-11 10:03:38 | 2009-08-11 10:03:38
 Insertion of gene trap vector |       89903 |       3983022 | 2009-08-11 10:03:40 | 2009-08-11 10:03:40
 Insertion of gene trap vector |       90039 |       3983022 | 2009-08-11 10:03:49 | 2009-08-11 10:03:49
 Insertion of gene trap vector |       90047 |       3983022 | 2009-08-11 10:03:50 | 2009-08-11 10:03:50
 Insertion of gene trap vector |       90202 |       3983022 | 2009-08-11 10:04:00 | 2009-08-11 10:04:00
 Insertion of gene trap vector |       90259 |       3983022 | 2009-08-11 10:04:04 | 2009-08-11 10:04:04
 Insertion of gene trap vector |       90313 |       3983022 | 2009-08-11 10:04:07 | 2009-08-11 10:04:07
 Insertion of gene trap vector |       90412 |       3983022 | 2009-08-11 10:04:14 | 2009-08-11 10:04:14
 Insertion of gene trap vector |       90429 |       3983022 | 2009-08-11 10:04:15 | 2009-08-11 10:04:15
 Insertion of gene trap vector |       90494 |       3983022 | 2009-08-11 10:04:19 | 2009-08-11 10:04:19
 Insertion of gene trap vector |       90525 |       3983022 | 2009-08-11 10:04:21 | 2009-08-11 10:04:21
 Insertion of gene trap vector |       90528 |       3983022 | 2009-08-11 10:04:21 | 2009-08-11 10:04:21
 Insertion of gene trap vector |       90564 |       3983022 | 2009-08-11 10:04:24 | 2009-08-11 10:04:24
 Insertion of gene trap vector |       90672 |       3983022 | 2009-08-11 10:04:31 | 2009-08-11 10:04:31
 Insertion of gene trap vector |       90732 |       3983022 | 2009-08-11 10:04:35 | 2009-08-11 10:04:35
 Insertion of gene trap vector |       90992 |       3983022 | 2009-08-11 10:04:52 | 2009-08-11 10:04:52
 Insertion of gene trap vector |       91445 |       3983022 | 2009-08-11 10:05:22 | 2009-08-11 10:05:22
 Insertion of gene trap vector |       98473 |       3983022 | 2009-08-11 10:12:44 | 2009-08-11 10:12:44
 Insertion of gene trap vector |       98477 |       3983022 | 2009-08-11 10:12:44 | 2009-08-11 10:12:44
 Insertion of gene trap vector |       98515 |       3983022 | 2009-08-11 10:12:46 | 2009-08-11 10:12:46
 Insertion of gene trap vector |       98651 |       3983022 | 2009-08-11 10:12:55 | 2009-08-11 10:12:55
 Insertion of gene trap vector |       98734 |       3983022 | 2009-08-11 10:13:00 | 2009-08-11 10:13:00
 Insertion of gene trap vector |       98788 |       3983022 | 2009-08-11 10:13:04 | 2009-08-11 10:13:04
 Insertion of gene trap vector |      105801 |       3983022 | 2009-08-11 10:20:13 | 2009-08-11 10:20:13
 Insertion of gene trap vector |      106166 |       3983022 | 2009-08-11 10:20:37 | 2009-08-11 10:20:37
 Insertion of gene trap vector |      106749 |       3983022 | 2009-08-11 10:21:16 | 2009-08-11 10:21:16
 Insertion of gene trap vector |      107002 |       3983022 | 2009-08-11 10:21:33 | 2009-08-11 10:21:33
 Insertion of gene trap vector |      108533 |       3983022 | 2009-08-11 10:23:17 | 2009-08-11 10:23:17
 Insertion of gene trap vector |      108762 |       3983022 | 2009-08-11 10:23:33 | 2009-08-11 10:23:33
 Insertion of gene trap vector |      108946 |       3983022 | 2009-08-11 10:23:46 | 2009-08-11 10:23:46
 Insertion of gene trap vector |      110102 |       3983022 | 2009-08-11 10:25:05 | 2009-08-11 10:25:05
 Insertion of gene trap vector |      110462 |       3983022 | 2009-08-11 10:25:30 | 2009-08-11 10:25:30
 Insertion of gene trap vector |      110577 |       3983022 | 2009-08-11 10:25:37 | 2009-08-11 10:25:37
 Insertion of gene trap vector |      110579 |       3983022 | 2009-08-11 10:25:38 | 2009-08-11 10:25:38
 Insertion of gene trap vector |      110718 |       3983022 | 2009-08-11 10:25:47 | 2009-08-11 10:25:47
 Insertion of gene trap vector |      110903 |       3983022 | 2009-08-11 10:25:59 | 2009-08-11 10:25:59
 Insertion of gene trap vector |      110914 |       3983022 | 2009-08-11 10:26:00 | 2009-08-11 10:26:00
 Insertion of gene trap vector |      111309 |       3983022 | 2009-08-11 10:26:26 | 2009-08-11 10:26:26
 Insertion of gene trap vector |      111345 |       3983022 | 2009-08-11 10:26:29 | 2009-08-11 10:26:29
 Insertion of gene trap vector |      111596 |       3983022 | 2009-08-11 10:26:46 | 2009-08-11 10:26:46
 Insertion of gene trap vector |      112521 |       3983022 | 2009-08-11 10:27:47 | 2009-08-11 10:27:47
 Insertion of gene trap vector |      113591 |       3983022 | 2009-08-11 10:29:00 | 2009-08-11 10:29:00
 Insertion of gene trap vector |      124015 |       3983022 | 2009-08-11 10:39:33 | 2009-08-11 10:39:33
 Insertion of gene trap vector |      124254 |       3983022 | 2009-08-11 10:39:50 | 2009-08-11 10:39:50
 Insertion of gene trap vector |      124684 |       3983022 | 2009-08-11 10:40:18 | 2009-08-11 10:40:18
 Insertion of gene trap vector |      125241 |       3983022 | 2009-08-11 10:40:56 | 2009-08-11 10:40:56
 Insertion of gene trap vector |      125427 |       3983022 | 2009-08-11 10:41:08 | 2009-08-11 10:41:08
 Insertion of gene trap vector |      125743 |       3983022 | 2009-08-11 10:41:30 | 2009-08-11 10:41:30
 Insertion of gene trap vector |      125785 |       3983022 | 2009-08-11 10:41:32 | 2009-08-11 10:41:32
 Insertion of gene trap vector |      125919 |       3983022 | 2009-08-11 10:41:41 | 2009-08-11 10:41:41
 Insertion of gene trap vector |      125942 |       3983022 | 2009-08-11 10:41:43 | 2009-08-11 10:41:43
 Insertion of gene trap vector |      125988 |       3983022 | 2009-08-11 10:41:46 | 2009-08-11 10:41:46
 Insertion of gene trap vector |      126285 |       3983022 | 2009-08-11 10:42:06 | 2009-08-11 10:42:06
 Insertion of gene trap vector |      126287 |       3983022 | 2009-08-11 10:42:06 | 2009-08-11 10:42:06
 Insertion of gene trap vector |      131321 |       3983022 | 2009-08-11 10:46:55 | 2009-08-11 10:46:55
 Insertion of gene trap vector |      131365 |       3983022 | 2009-08-11 10:46:58 | 2009-08-11 10:46:58
 Insertion of gene trap vector |      131367 |       3983022 | 2009-08-11 10:46:58 | 2009-08-11 10:46:58
 Insertion of gene trap vector |      131418 |       3983022 | 2009-08-11 10:47:02 | 2009-08-11 10:47:02
 Insertion of gene trap vector |      131491 |       3983022 | 2009-08-11 10:47:07 | 2009-08-11 10:47:07
 Insertion of gene trap vector |      131533 |       3983022 | 2009-08-11 10:47:10 | 2009-08-11 10:47:10
 Insertion of gene trap vector |      131540 |       3983022 | 2009-08-11 10:47:10 | 2009-08-11 10:47:10
 Insertion of gene trap vector |      131552 |       3983022 | 2009-08-11 10:47:11 | 2009-08-11 10:47:11
 Insertion of gene trap vector |      131581 |       3983022 | 2009-08-11 10:47:13 | 2009-08-11 10:47:13
 Insertion of gene trap vector |      131618 |       3983022 | 2009-08-11 10:47:15 | 2009-08-11 10:47:15
 Insertion of gene trap vector |      131653 |       3983022 | 2009-08-11 10:47:18 | 2009-08-11 10:47:18
 Insertion of gene trap vector |      131749 |       3983022 | 2009-08-11 10:47:24 | 2009-08-11 10:47:24
 Insertion of gene trap vector |      131765 |       3983022 | 2009-08-11 10:47:25 | 2009-08-11 10:47:25
 Insertion of gene trap vector |      131796 |       3983022 | 2009-08-11 10:47:27 | 2009-08-11 10:47:27
 Insertion of gene trap vector |      131929 |       3983022 | 2009-08-11 10:47:36 | 2009-08-11 10:47:36
 Insertion of gene trap vector |      132026 |       3983022 | 2009-08-11 10:47:42 | 2009-08-11 10:47:42
 Insertion of gene trap vector |      132104 |       3983022 | 2009-08-11 10:47:48 | 2009-08-11 10:47:48
 Insertion of gene trap vector |      132220 |       3983022 | 2009-08-11 10:47:55 | 2009-08-11 10:47:55
 Insertion of gene trap vector |      132331 |       3983022 | 2009-08-11 10:48:03 | 2009-08-11 10:48:03
 Insertion of gene trap vector |      132352 |       3983022 | 2009-08-11 10:48:04 | 2009-08-11 10:48:04
 Insertion of gene trap vector |      132381 |       3983022 | 2009-08-11 10:48:06 | 2009-08-11 10:48:06
 Insertion of gene trap vector |      132515 |       3983022 | 2009-08-11 10:48:15 | 2009-08-11 10:48:15
 Insertion of gene trap vector |      132536 |       3983022 | 2009-08-11 10:48:16 | 2009-08-11 10:48:16
 Insertion of gene trap vector |      132617 |       3983022 | 2009-08-11 10:48:22 | 2009-08-11 10:48:22
 Insertion of gene trap vector |      132740 |       3983022 | 2009-08-11 10:48:30 | 2009-08-11 10:48:30
 Insertion of gene trap vector |      132853 |       3983022 | 2009-08-11 10:48:38 | 2009-08-11 10:48:38
 Insertion of gene trap vector |      132898 |       3983022 | 2009-08-11 10:48:41 | 2009-08-11 10:48:41
 Insertion of gene trap vector |      133055 |       3983022 | 2009-08-11 10:48:51 | 2009-08-11 10:48:51
 Insertion of gene trap vector |      133099 |       3983022 | 2009-08-11 10:48:54 | 2009-08-11 10:48:54
 Insertion of gene trap vector |      133173 |       3983022 | 2009-08-11 10:48:59 | 2009-08-11 10:48:59
 Insertion of gene trap vector |      133191 |       3983022 | 2009-08-11 10:49:01 | 2009-08-11 10:49:01
 Insertion of gene trap vector |      133241 |       3983022 | 2009-08-11 10:49:04 | 2009-08-11 10:49:04
 Insertion of gene trap vector |      133385 |       3983022 | 2009-08-11 10:49:14 | 2009-08-11 10:49:14
 Insertion of gene trap vector |      133525 |       3983022 | 2009-08-11 10:49:23 | 2009-08-11 10:49:23
 Insertion of gene trap vector |      133570 |       3983022 | 2009-08-11 10:49:26 | 2009-08-11 10:49:26
 Insertion of gene trap vector |      133600 |       3983022 | 2009-08-11 10:49:28 | 2009-08-11 10:49:28
 Insertion of gene trap vector |      133619 |       3983022 | 2009-08-11 10:49:29 | 2009-08-11 10:49:29
 Insertion of gene trap vector |      133626 |       3983022 | 2009-08-11 10:49:30 | 2009-08-11 10:49:30
 Insertion of gene trap vector |      133656 |       3983022 | 2009-08-11 10:49:32 | 2009-08-11 10:49:32
 Insertion of gene trap vector |      133915 |       3983022 | 2009-08-11 10:49:49 | 2009-08-11 10:49:49
 Insertion of gene trap vector |      133929 |       3983022 | 2009-08-11 10:49:50 | 2009-08-11 10:49:50
 Insertion of gene trap vector |      133998 |       3983022 | 2009-08-11 10:49:55 | 2009-08-11 10:49:55
 Insertion of gene trap vector |      134467 |       3983022 | 2009-08-11 10:50:26 | 2009-08-11 10:50:26
 Insertion of gene trap vector |      134583 |       3983022 | 2009-08-11 10:50:34 | 2009-08-11 10:50:34
 Insertion of gene trap vector |      134586 |       3983022 | 2009-08-11 10:50:34 | 2009-08-11 10:50:34
 Insertion of gene trap vector |      134594 |       3983022 | 2009-08-11 10:50:35 | 2009-08-11 10:50:35
 Insertion of gene trap vector |      134622 |       3983022 | 2009-08-11 10:50:37 | 2009-08-11 10:50:37
 Insertion of gene trap vector |      134690 |       3983022 | 2009-08-11 10:50:41 | 2009-08-11 10:50:41
 Insertion of gene trap vector |      134827 |       3983022 | 2009-08-11 10:50:50 | 2009-08-11 10:50:50
 Insertion of gene trap vector |      134933 |       3983022 | 2009-08-11 10:50:58 | 2009-08-11 10:50:58
 Insertion of gene trap vector |      134952 |       3983022 | 2009-08-11 10:50:59 | 2009-08-11 10:50:59
 Insertion of gene trap vector |      134972 |       3983022 | 2009-08-11 10:51:00 | 2009-08-11 10:51:00
 Insertion of gene trap vector |      134977 |       3983022 | 2009-08-11 10:51:01 | 2009-08-11 10:51:01
 Insertion of gene trap vector |      135063 |       3983022 | 2009-08-11 10:51:06 | 2009-08-11 10:51:06
 Insertion of gene trap vector |      135314 |       3983022 | 2009-08-11 10:51:23 | 2009-08-11 10:51:23
 Insertion of gene trap vector |      135409 |       3983022 | 2009-08-11 10:51:29 | 2009-08-11 10:51:29
 Insertion of gene trap vector |      135411 |       3983022 | 2009-08-11 10:51:30 | 2009-08-11 10:51:30
 Insertion of gene trap vector |      135546 |       3983022 | 2009-08-11 10:51:39 | 2009-08-11 10:51:39
 Insertion of gene trap vector |      135553 |       3983022 | 2009-08-11 10:51:39 | 2009-08-11 10:51:39
 Insertion of gene trap vector |      135717 |       3983022 | 2009-08-11 10:51:50 | 2009-08-11 10:51:50
 Insertion of gene trap vector |      135779 |       3983022 | 2009-08-11 10:51:54 | 2009-08-11 10:51:54
 Insertion of gene trap vector |      135842 |       3983022 | 2009-08-11 10:51:59 | 2009-08-11 10:51:59
 Insertion of gene trap vector |      135932 |       3983022 | 2009-08-11 10:52:05 | 2009-08-11 10:52:05
 Insertion of gene trap vector |      136008 |       3983022 | 2009-08-11 10:52:10 | 2009-08-11 10:52:10
 Insertion of gene trap vector |      136090 |       3983022 | 2009-08-11 10:52:15 | 2009-08-11 10:52:15
 Insertion of gene trap vector |      136113 |       3983022 | 2009-08-11 10:52:17 | 2009-08-11 10:52:17
 Insertion of gene trap vector |      136122 |       3983022 | 2009-08-11 10:52:17 | 2009-08-11 10:52:17
 Insertion of gene trap vector |      136133 |       3983022 | 2009-08-11 10:52:18 | 2009-08-11 10:52:18
 Insertion of gene trap vector |      136221 |       3983022 | 2009-08-11 10:52:24 | 2009-08-11 10:52:24
 Insertion of gene trap vector |      136562 |       3983022 | 2009-08-11 10:52:47 | 2009-08-11 10:52:47
 Insertion of gene trap vector |      136598 |       3983022 | 2009-08-11 10:52:49 | 2009-08-11 10:52:49
 Insertion of gene trap vector |      136681 |       3983022 | 2009-08-11 10:52:55 | 2009-08-11 10:52:55
 Insertion of gene trap vector |      136685 |       3983022 | 2009-08-11 10:52:55 | 2009-08-11 10:52:55
 Insertion of gene trap vector |      136746 |       3983022 | 2009-08-11 10:52:59 | 2009-08-11 10:52:59
 Insertion of gene trap vector |      136770 |       3983022 | 2009-08-11 10:53:01 | 2009-08-11 10:53:01
 Insertion of gene trap vector |      136931 |       3983022 | 2009-08-11 10:53:11 | 2009-08-11 10:53:11
 Insertion of gene trap vector |      136990 |       3983022 | 2009-08-11 10:53:15 | 2009-08-11 10:53:15
 Insertion of gene trap vector |      137007 |       3983022 | 2009-08-11 10:53:17 | 2009-08-11 10:53:17
 Insertion of gene trap vector |      139639 |       3983022 | 2009-08-11 10:55:51 | 2009-08-11 10:55:51
 Insertion of gene trap vector |      139641 |       3983022 | 2009-08-11 10:55:51 | 2009-08-11 10:55:51
 Insertion of gene trap vector |      139644 |       3983022 | 2009-08-11 10:55:51 | 2009-08-11 10:55:51
 Insertion of gene trap vector |      139647 |       3983022 | 2009-08-11 10:55:51 | 2009-08-11 10:55:51
 Insertion of gene trap vector |      139700 |       3983022 | 2009-08-11 10:55:55 | 2009-08-11 10:55:55
 Insertion of gene trap vector |      139716 |       3983022 | 2009-08-11 10:55:56 | 2009-08-11 10:55:56
 Insertion of gene trap vector |      139717 |       3983022 | 2009-08-11 10:55:56 | 2009-08-11 10:55:56
 Insertion of gene trap vector |      139719 |       3983022 | 2009-08-11 10:55:56 | 2009-08-11 10:55:56
 Insertion of gene trap vector |      139731 |       3983022 | 2009-08-11 10:55:57 | 2009-08-11 10:55:57
 Insertion of gene trap vector |      139738 |       3983022 | 2009-08-11 10:55:57 | 2009-08-11 10:55:57
 Insertion of gene trap vector |      139761 |       3983022 | 2009-08-11 10:55:59 | 2009-08-11 10:55:59
 Insertion of gene trap vector |      139780 |       3983022 | 2009-08-11 10:56:00 | 2009-08-11 10:56:00
 Insertion of gene trap vector |      139795 |       3983022 | 2009-08-11 10:56:01 | 2009-08-11 10:56:01
 Insertion of gene trap vector |      139801 |       3983022 | 2009-08-11 10:56:01 | 2009-08-11 10:56:01
 Insertion of gene trap vector |      139811 |       3983022 | 2009-08-11 10:56:02 | 2009-08-11 10:56:02
 Insertion of gene trap vector |      139822 |       3983022 | 2009-08-11 10:56:03 | 2009-08-11 10:56:03
 Insertion of gene trap vector |      139864 |       3983022 | 2009-08-11 10:56:05 | 2009-08-11 10:56:05
 Insertion of gene trap vector |      139882 |       3983022 | 2009-08-11 10:56:06 | 2009-08-11 10:56:06
 Insertion of gene trap vector |      139904 |       3983022 | 2009-08-11 10:56:08 | 2009-08-11 10:56:08
 Insertion of gene trap vector |      139912 |       3983022 | 2009-08-11 10:56:08 | 2009-08-11 10:56:08
 Insertion of gene trap vector |      139920 |       3983022 | 2009-08-11 10:56:09 | 2009-08-11 10:56:09
 Insertion of gene trap vector |      139921 |       3983022 | 2009-08-11 10:56:09 | 2009-08-11 10:56:09
 Insertion of gene trap vector |      139960 |       3983022 | 2009-08-11 10:56:11 | 2009-08-11 10:56:11
 Insertion of gene trap vector |      139971 |       3983022 | 2009-08-11 10:56:12 | 2009-08-11 10:56:12
 Insertion of gene trap vector |      139995 |       3983022 | 2009-08-11 10:56:13 | 2009-08-11 10:56:13
 Insertion of gene trap vector |      139996 |       3983022 | 2009-08-11 10:56:13 | 2009-08-11 10:56:13
 Insertion of gene trap vector |      140010 |       3983022 | 2009-08-11 10:56:14 | 2009-08-11 10:56:14
 Insertion of gene trap vector |      140057 |       3983022 | 2009-08-11 10:56:17 | 2009-08-11 10:56:17
 Insertion of gene trap vector |      140069 |       3983022 | 2009-08-11 10:56:18 | 2009-08-11 10:56:18
 Insertion of gene trap vector |      140101 |       3983022 | 2009-08-11 10:56:20 | 2009-08-11 10:56:20
 Insertion of gene trap vector |      140107 |       3983022 | 2009-08-11 10:56:21 | 2009-08-11 10:56:21
 Insertion of gene trap vector |      140119 |       3983022 | 2009-08-11 10:56:21 | 2009-08-11 10:56:21
 Insertion of gene trap vector |      140127 |       3983022 | 2009-08-11 10:56:22 | 2009-08-11 10:56:22
 Insertion of gene trap vector |      140175 |       3983022 | 2009-08-11 10:56:25 | 2009-08-11 10:56:25
 Insertion of gene trap vector |      140230 |       3983022 | 2009-08-11 10:56:28 | 2009-08-11 10:56:28
 Insertion of gene trap vector |      140235 |       3983022 | 2009-08-11 10:56:29 | 2009-08-11 10:56:29
 Insertion of gene trap vector |      140244 |       3983022 | 2009-08-11 10:56:29 | 2009-08-11 10:56:29
 Insertion of gene trap vector |      140246 |       3983022 | 2009-08-11 10:56:29 | 2009-08-11 10:56:29
 Insertion of gene trap vector |      140261 |       3983022 | 2009-08-11 10:56:30 | 2009-08-11 10:56:30
 Insertion of gene trap vector |      140264 |       3983022 | 2009-08-11 10:56:30 | 2009-08-11 10:56:30
 Insertion of gene trap vector |      140294 |       3983022 | 2009-08-11 10:56:32 | 2009-08-11 10:56:32
 Insertion of gene trap vector |      140296 |       3983022 | 2009-08-11 10:56:32 | 2009-08-11 10:56:32
 Insertion of gene trap vector |      140303 |       3983022 | 2009-08-11 10:56:33 | 2009-08-11 10:56:33
 Insertion of gene trap vector |      140312 |       3983022 | 2009-08-11 10:56:33 | 2009-08-11 10:56:33
 Insertion of gene trap vector |      140318 |       3983022 | 2009-08-11 10:56:34 | 2009-08-11 10:56:34
 Insertion of gene trap vector |      140349 |       3983022 | 2009-08-11 10:56:36 | 2009-08-11 10:56:36
 Insertion of gene trap vector |      140359 |       3983022 | 2009-08-11 10:56:36 | 2009-08-11 10:56:36
 Insertion of gene trap vector |      140363 |       3983022 | 2009-08-11 10:56:37 | 2009-08-11 10:56:37
 Insertion of gene trap vector |      140379 |       3983022 | 2009-08-11 10:56:38 | 2009-08-11 10:56:38
 Insertion of gene trap vector |      140386 |       3983022 | 2009-08-11 10:56:38 | 2009-08-11 10:56:38
 Insertion of gene trap vector |      140387 |       3983022 | 2009-08-11 10:56:38 | 2009-08-11 10:56:38
 Insertion of gene trap vector |      140391 |       3983022 | 2009-08-11 10:56:38 | 2009-08-11 10:56:38
 Insertion of gene trap vector |      140410 |       3983022 | 2009-08-11 10:56:40 | 2009-08-11 10:56:40
 Insertion of gene trap vector |      140434 |       3983022 | 2009-08-11 10:56:41 | 2009-08-11 10:56:41
 Insertion of gene trap vector |      140456 |       3983022 | 2009-08-11 10:56:43 | 2009-08-11 10:56:43
 Insertion of gene trap vector |      140465 |       3983022 | 2009-08-11 10:56:43 | 2009-08-11 10:56:43
 Insertion of gene trap vector |      140468 |       3983022 | 2009-08-11 10:56:43 | 2009-08-11 10:56:43
 Insertion of gene trap vector |      140472 |       3983022 | 2009-08-11 10:56:44 | 2009-08-11 10:56:44
 Insertion of gene trap vector |      140523 |       3983022 | 2009-08-11 10:56:47 | 2009-08-11 10:56:47
