select t.term, a.* 
from ALL_Allele_Mutation a, VOC_Term t
where not exists (select 1 from ALL_Allele b where a._allele_key = b._allele_key)
and a._mutation_key = t._term_key
;
             term              | _allele_key | _mutation_key |    creation_date    |  modification_date  
 Insertion of gene trap vector |      242900 |       3983022 | 2009-08-11 12:43:49 | 2009-08-11 12:43:49
 Insertion of gene trap vector |      242931 |       3983022 | 2009-08-11 12:43:51 | 2009-08-11 12:43:51
 Insertion of gene trap vector |      242942 |       3983022 | 2009-08-11 12:43:52 | 2009-08-11 12:43:52
 Insertion of gene trap vector |      242971 |       3983022 | 2009-08-11 12:43:54 | 2009-08-11 12:43:54
 Insertion of gene trap vector |      242981 |       3983022 | 2009-08-11 12:43:54 | 2009-08-11 12:43:54
 Insertion of gene trap vector |      242986 |       3983022 | 2009-08-11 12:43:55 | 2009-08-11 12:43:55
 Insertion of gene trap vector |      243003 |       3983022 | 2009-08-11 12:43:56 | 2009-08-11 12:43:56
 Insertion of gene trap vector |      243007 |       3983022 | 2009-08-11 12:43:56 | 2009-08-11 12:43:56
 Insertion of gene trap vector |      243009 |       3983022 | 2009-08-11 12:43:56 | 2009-08-11 12:43:56
 Insertion of gene trap vector |      243010 |       3983022 | 2009-08-11 12:43:56 | 2009-08-11 12:43:56
 Insertion of gene trap vector |      243023 |       3983022 | 2009-08-11 12:43:57 | 2009-08-11 12:43:57
 Insertion of gene trap vector |      243087 |       3983022 | 2009-08-11 12:44:01 | 2009-08-11 12:44:01
 Insertion of gene trap vector |      243094 |       3983022 | 2009-08-11 12:44:01 | 2009-08-11 12:44:01
 Insertion of gene trap vector |      243112 |       3983022 | 2009-08-11 12:44:03 | 2009-08-11 12:44:03
 Insertion of gene trap vector |      243123 |       3983022 | 2009-08-11 12:44:03 | 2009-08-11 12:44:03
 Insertion of gene trap vector |      243130 |       3983022 | 2009-08-11 12:44:04 | 2009-08-11 12:44:04
 Insertion of gene trap vector |      243134 |       3983022 | 2009-08-11 12:44:04 | 2009-08-11 12:44:04
 Insertion of gene trap vector |      243136 |       3983022 | 2009-08-11 12:44:04 | 2009-08-11 12:44:04
 Insertion of gene trap vector |      243163 |       3983022 | 2009-08-11 12:44:06 | 2009-08-11 12:44:06
 Insertion of gene trap vector |      243174 |       3983022 | 2009-08-11 12:44:06 | 2009-08-11 12:44:06
 Insertion of gene trap vector |      243214 |       3983022 | 2009-08-11 12:44:09 | 2009-08-11 12:44:09
 Insertion of gene trap vector |      243233 |       3983022 | 2009-08-11 12:44:10 | 2009-08-11 12:44:10
 Insertion of gene trap vector |      243242 |       3983022 | 2009-08-11 12:44:11 | 2009-08-11 12:44:11
 Insertion of gene trap vector |      243268 |       3983022 | 2009-08-11 12:44:12 | 2009-08-11 12:44:12
 Insertion of gene trap vector |      243303 |       3983022 | 2009-08-11 12:44:15 | 2009-08-11 12:44:15
 Insertion of gene trap vector |      243315 |       3983022 | 2009-08-11 12:44:15 | 2009-08-11 12:44:15
 Insertion of gene trap vector |      243317 |       3983022 | 2009-08-11 12:44:15 | 2009-08-11 12:44:15
 Insertion of gene trap vector |      243320 |       3983022 | 2009-08-11 12:44:16 | 2009-08-11 12:44:16
 Insertion of gene trap vector |      243384 |       3983022 | 2009-08-11 12:44:20 | 2009-08-11 12:44:20
 Insertion of gene trap vector |      243441 |       3983022 | 2009-08-11 12:44:23 | 2009-08-11 12:44:23
 Insertion of gene trap vector |      243447 |       3983022 | 2009-08-11 12:44:24 | 2009-08-11 12:44:24
 Insertion of gene trap vector |      243460 |       3983022 | 2009-08-11 12:44:24 | 2009-08-11 12:44:24
 Insertion of gene trap vector |      243473 |       3983022 | 2009-08-11 12:44:25 | 2009-08-11 12:44:25
 Insertion of gene trap vector |      243476 |       3983022 | 2009-08-11 12:44:25 | 2009-08-11 12:44:25
 Insertion of gene trap vector |      243502 |       3983022 | 2009-08-11 12:44:27 | 2009-08-11 12:44:27
 Insertion of gene trap vector |      243548 |       3983022 | 2009-08-11 12:44:30 | 2009-08-11 12:44:30
 Insertion of gene trap vector |      243557 |       3983022 | 2009-08-11 12:44:30 | 2009-08-11 12:44:30
 Insertion of gene trap vector |      243561 |       3983022 | 2009-08-11 12:44:31 | 2009-08-11 12:44:31
 Insertion of gene trap vector |      243628 |       3983022 | 2009-08-11 12:44:35 | 2009-08-11 12:44:35
 Insertion of gene trap vector |      243647 |       3983022 | 2009-08-11 12:44:36 | 2009-08-11 12:44:36
 Insertion of gene trap vector |      243652 |       3983022 | 2009-08-11 12:44:36 | 2009-08-11 12:44:36
 Insertion of gene trap vector |      243661 |       3983022 | 2009-08-11 12:44:37 | 2009-08-11 12:44:37
 Insertion of gene trap vector |      243666 |       3983022 | 2009-08-11 12:44:37 | 2009-08-11 12:44:37
 Insertion of gene trap vector |      243712 |       3983022 | 2009-08-11 12:44:40 | 2009-08-11 12:44:40
 Insertion of gene trap vector |      243717 |       3983022 | 2009-08-11 12:44:41 | 2009-08-11 12:44:41
 Insertion of gene trap vector |      243742 |       3983022 | 2009-08-11 12:44:42 | 2009-08-11 12:44:42
 Insertion of gene trap vector |      243743 |       3983022 | 2009-08-11 12:44:42 | 2009-08-11 12:44:42
 Insertion of gene trap vector |      243773 |       3983022 | 2009-08-11 12:44:44 | 2009-08-11 12:44:44
 Insertion of gene trap vector |      243798 |       3983022 | 2009-08-11 12:44:46 | 2009-08-11 12:44:46
 Insertion of gene trap vector |      243843 |       3983022 | 2009-08-11 12:44:48 | 2009-08-11 12:44:48
 Insertion of gene trap vector |      243844 |       3983022 | 2009-08-11 12:44:49 | 2009-08-11 12:44:49
 Insertion of gene trap vector |      243863 |       3983022 | 2009-08-11 12:44:50 | 2009-08-11 12:44:50
 Insertion of gene trap vector |      243874 |       3983022 | 2009-08-11 12:44:50 | 2009-08-11 12:44:50
 Insertion of gene trap vector |      243886 |       3983022 | 2009-08-11 12:44:51 | 2009-08-11 12:44:51
 Insertion of gene trap vector |      243896 |       3983022 | 2009-08-11 12:44:52 | 2009-08-11 12:44:52
 Insertion of gene trap vector |      243914 |       3983022 | 2009-08-11 12:44:53 | 2009-08-11 12:44:53
 Insertion of gene trap vector |      243921 |       3983022 | 2009-08-11 12:44:53 | 2009-08-11 12:44:53
 Insertion of gene trap vector |      243952 |       3983022 | 2009-08-11 12:44:55 | 2009-08-11 12:44:55
 Insertion of gene trap vector |      243968 |       3983022 | 2009-08-11 12:44:56 | 2009-08-11 12:44:56
 Insertion of gene trap vector |      243970 |       3983022 | 2009-08-11 12:44:56 | 2009-08-11 12:44:56
 Insertion of gene trap vector |      244013 |       3983022 | 2009-08-11 12:44:59 | 2009-08-11 12:44:59
 Insertion of gene trap vector |      244051 |       3983022 | 2009-08-11 12:45:01 | 2009-08-11 12:45:01
 Insertion of gene trap vector |      244073 |       3983022 | 2009-08-11 12:45:03 | 2009-08-11 12:45:03
 Insertion of gene trap vector |      244081 |       3983022 | 2009-08-11 12:45:03 | 2009-08-11 12:45:03
 Insertion of gene trap vector |      244096 |       3983022 | 2009-08-11 12:45:04 | 2009-08-11 12:45:04
 Insertion of gene trap vector |      244109 |       3983022 | 2009-08-11 12:45:05 | 2009-08-11 12:45:05
 Insertion of gene trap vector |      244161 |       3983022 | 2009-08-11 12:45:08 | 2009-08-11 12:45:08
 Insertion of gene trap vector |      244181 |       3983022 | 2009-08-11 12:45:10 | 2009-08-11 12:45:10
 Insertion of gene trap vector |      244194 |       3983022 | 2009-08-11 12:45:10 | 2009-08-11 12:45:10
 Insertion of gene trap vector |      244221 |       3983022 | 2009-08-11 12:45:12 | 2009-08-11 12:45:12
 Insertion of gene trap vector |      244255 |       3983022 | 2009-08-11 12:45:14 | 2009-08-11 12:45:14
 Insertion of gene trap vector |      244305 |       3983022 | 2009-08-11 12:45:17 | 2009-08-11 12:45:17
 Insertion of gene trap vector |      244315 |       3983022 | 2009-08-11 12:45:18 | 2009-08-11 12:45:18
 Insertion of gene trap vector |      244332 |       3983022 | 2009-08-11 12:45:19 | 2009-08-11 12:45:19
 Insertion of gene trap vector |      244333 |       3983022 | 2009-08-11 12:45:19 | 2009-08-11 12:45:19
 Insertion of gene trap vector |      244336 |       3983022 | 2009-08-11 12:45:19 | 2009-08-11 12:45:19
 Insertion of gene trap vector |      244337 |       3983022 | 2009-08-11 12:45:19 | 2009-08-11 12:45:19
 Insertion of gene trap vector |      244371 |       3983022 | 2009-08-11 12:45:21 | 2009-08-11 12:45:21
 Insertion of gene trap vector |      244404 |       3983022 | 2009-08-11 12:45:23 | 2009-08-11 12:45:23
 Insertion of gene trap vector |      244415 |       3983022 | 2009-08-11 12:45:24 | 2009-08-11 12:45:24
 Insertion of gene trap vector |      244422 |       3983022 | 2009-08-11 12:45:25 | 2009-08-11 12:45:25
 Insertion of gene trap vector |      244454 |       3983022 | 2009-08-11 12:45:27 | 2009-08-11 12:45:27
 Insertion of gene trap vector |      244455 |       3983022 | 2009-08-11 12:45:27 | 2009-08-11 12:45:27
 Insertion of gene trap vector |      244463 |       3983022 | 2009-08-11 12:45:27 | 2009-08-11 12:45:27
 Insertion of gene trap vector |      244506 |       3983022 | 2009-08-11 12:45:30 | 2009-08-11 12:45:30
 Insertion of gene trap vector |      244538 |       3983022 | 2009-08-11 12:45:32 | 2009-08-11 12:45:32
 Insertion of gene trap vector |      244548 |       3983022 | 2009-08-11 12:45:32 | 2009-08-11 12:45:32
 Insertion of gene trap vector |      244560 |       3983022 | 2009-08-11 12:45:33 | 2009-08-11 12:45:33
 Insertion of gene trap vector |      244570 |       3983022 | 2009-08-11 12:45:34 | 2009-08-11 12:45:34
 Insertion of gene trap vector |      244584 |       3983022 | 2009-08-11 12:45:35 | 2009-08-11 12:45:35
 Insertion of gene trap vector |      244639 |       3983022 | 2009-08-11 12:45:38 | 2009-08-11 12:45:38
 Insertion of gene trap vector |      244645 |       3983022 | 2009-08-11 12:45:39 | 2009-08-11 12:45:39
 Insertion of gene trap vector |      244654 |       3983022 | 2009-08-11 12:45:39 | 2009-08-11 12:45:39
 Insertion of gene trap vector |      244683 |       3983022 | 2009-08-11 12:45:41 | 2009-08-11 12:45:41
 Insertion of gene trap vector |      244689 |       3983022 | 2009-08-11 12:45:41 | 2009-08-11 12:45:41
 Insertion of gene trap vector |      244693 |       3983022 | 2009-08-11 12:45:42 | 2009-08-11 12:45:42
 Insertion of gene trap vector |      244694 |       3983022 | 2009-08-11 12:45:42 | 2009-08-11 12:45:42
 Insertion of gene trap vector |      244746 |       3983022 | 2009-08-11 12:45:45 | 2009-08-11 12:45:45
 Insertion of gene trap vector |      244753 |       3983022 | 2009-08-11 12:45:45 | 2009-08-11 12:45:45
 Insertion of gene trap vector |      244771 |       3983022 | 2009-08-11 12:45:46 | 2009-08-11 12:45:46
 Insertion of gene trap vector |      244780 |       3983022 | 2009-08-11 12:45:47 | 2009-08-11 12:45:47
 Insertion of gene trap vector |      244783 |       3983022 | 2009-08-11 12:45:47 | 2009-08-11 12:45:47
 Insertion of gene trap vector |      244791 |       3983022 | 2009-08-11 12:45:48 | 2009-08-11 12:45:48
 Insertion of gene trap vector |      244794 |       3983022 | 2009-08-11 12:45:48 | 2009-08-11 12:45:48
 Insertion of gene trap vector |      244799 |       3983022 | 2009-08-11 12:45:48 | 2009-08-11 12:45:48
 Insertion of gene trap vector |      244817 |       3983022 | 2009-08-11 12:45:49 | 2009-08-11 12:45:49
 Insertion of gene trap vector |      244840 |       3983022 | 2009-08-11 12:45:51 | 2009-08-11 12:45:51
 Insertion of gene trap vector |      244847 |       3983022 | 2009-08-11 12:45:51 | 2009-08-11 12:45:51
 Insertion of gene trap vector |      244858 |       3983022 | 2009-08-11 12:45:52 | 2009-08-11 12:45:52
 Insertion of gene trap vector |      244867 |       3983022 | 2009-08-11 12:45:52 | 2009-08-11 12:45:52
 Insertion of gene trap vector |      244870 |       3983022 | 2009-08-11 12:45:53 | 2009-08-11 12:45:53
 Insertion of gene trap vector |      244882 |       3983022 | 2009-08-11 12:45:53 | 2009-08-11 12:45:53
 Insertion of gene trap vector |      244888 |       3983022 | 2009-08-11 12:45:54 | 2009-08-11 12:45:54
 Insertion of gene trap vector |      244914 |       3983022 | 2009-08-11 12:45:55 | 2009-08-11 12:45:55
 Insertion of gene trap vector |      244918 |       3983022 | 2009-08-11 12:45:56 | 2009-08-11 12:45:56
 Insertion of gene trap vector |      244929 |       3983022 | 2009-08-11 12:45:56 | 2009-08-11 12:45:56
 Insertion of gene trap vector |      244973 |       3983022 | 2009-08-11 12:45:59 | 2009-08-11 12:45:59
 Insertion of gene trap vector |      244982 |       3983022 | 2009-08-11 12:46:00 | 2009-08-11 12:46:00
 Insertion of gene trap vector |      244992 |       3983022 | 2009-08-11 12:46:00 | 2009-08-11 12:46:00
 Insertion of gene trap vector |      245028 |       3983022 | 2009-08-11 12:46:03 | 2009-08-11 12:46:03
 Insertion of gene trap vector |      245064 |       3983022 | 2009-08-11 12:46:05 | 2009-08-11 12:46:05
 Insertion of gene trap vector |      245080 |       3983022 | 2009-08-11 12:46:06 | 2009-08-11 12:46:06
 Insertion of gene trap vector |      245096 |       3983022 | 2009-08-11 12:46:07 | 2009-08-11 12:46:07
 Insertion of gene trap vector |      245097 |       3983022 | 2009-08-11 12:46:07 | 2009-08-11 12:46:07
 Insertion of gene trap vector |      245101 |       3983022 | 2009-08-11 12:46:07 | 2009-08-11 12:46:07
 Insertion of gene trap vector |      245108 |       3983022 | 2009-08-11 12:46:08 | 2009-08-11 12:46:08
 Insertion of gene trap vector |      245136 |       3983022 | 2009-08-11 12:46:09 | 2009-08-11 12:46:09
 Insertion of gene trap vector |      245141 |       3983022 | 2009-08-11 12:46:10 | 2009-08-11 12:46:10
 Insertion of gene trap vector |      245148 |       3983022 | 2009-08-11 12:46:10 | 2009-08-11 12:46:10
 Insertion of gene trap vector |      245163 |       3983022 | 2009-08-11 12:46:11 | 2009-08-11 12:46:11
 Insertion of gene trap vector |      245208 |       3983022 | 2009-08-11 12:46:14 | 2009-08-11 12:46:14
 Insertion of gene trap vector |      245209 |       3983022 | 2009-08-11 12:46:14 | 2009-08-11 12:46:14
 Insertion of gene trap vector |      245218 |       3983022 | 2009-08-11 12:46:14 | 2009-08-11 12:46:14
 Insertion of gene trap vector |      245231 |       3983022 | 2009-08-11 12:46:15 | 2009-08-11 12:46:15
 Insertion of gene trap vector |      245240 |       3983022 | 2009-08-11 12:46:16 | 2009-08-11 12:46:16
 Insertion of gene trap vector |      245297 |       3983022 | 2009-08-11 12:46:19 | 2009-08-11 12:46:19
 Insertion of gene trap vector |      245353 |       3983022 | 2009-08-11 12:46:23 | 2009-08-11 12:46:23
 Insertion of gene trap vector |      245381 |       3983022 | 2009-08-11 12:46:25 | 2009-08-11 12:46:25
 Insertion of gene trap vector |      245455 |       3983022 | 2009-08-11 12:46:29 | 2009-08-11 12:46:29
 Insertion of gene trap vector |      245456 |       3983022 | 2009-08-11 12:46:29 | 2009-08-11 12:46:29
 Insertion of gene trap vector |      245470 |       3983022 | 2009-08-11 12:46:30 | 2009-08-11 12:46:30
 Insertion of gene trap vector |      245483 |       3983022 | 2009-08-11 12:46:31 | 2009-08-11 12:46:31
 Insertion of gene trap vector |      245486 |       3983022 | 2009-08-11 12:46:31 | 2009-08-11 12:46:31
 Insertion of gene trap vector |      245535 |       3983022 | 2009-08-11 12:46:34 | 2009-08-11 12:46:34
 Insertion of gene trap vector |      245543 |       3983022 | 2009-08-11 12:46:35 | 2009-08-11 12:46:35
 Insertion of gene trap vector |      245562 |       3983022 | 2009-08-11 12:46:36 | 2009-08-11 12:46:36
 Insertion of gene trap vector |      245574 |       3983022 | 2009-08-11 12:46:37 | 2009-08-11 12:46:37
 Insertion of gene trap vector |      245586 |       3983022 | 2009-08-11 12:46:38 | 2009-08-11 12:46:38
 Insertion of gene trap vector |      245613 |       3983022 | 2009-08-11 12:46:39 | 2009-08-11 12:46:39
 Insertion of gene trap vector |      245620 |       3983022 | 2009-08-11 12:46:40 | 2009-08-11 12:46:40
 Insertion of gene trap vector |      245642 |       3983022 | 2009-08-11 12:46:41 | 2009-08-11 12:46:41
 Insertion of gene trap vector |      245669 |       3983022 | 2009-08-11 12:46:43 | 2009-08-11 12:46:43
 Insertion of gene trap vector |      245689 |       3983022 | 2009-08-11 12:46:44 | 2009-08-11 12:46:44
 Insertion of gene trap vector |      245690 |       3983022 | 2009-08-11 12:46:44 | 2009-08-11 12:46:44
 Insertion of gene trap vector |      245697 |       3983022 | 2009-08-11 12:46:45 | 2009-08-11 12:46:45
 Insertion of gene trap vector |      245703 |       3983022 | 2009-08-11 12:46:45 | 2009-08-11 12:46:45
 Insertion of gene trap vector |      245727 |       3983022 | 2009-08-11 12:46:46 | 2009-08-11 12:46:46
 Insertion of gene trap vector |      245749 |       3983022 | 2009-08-11 12:46:48 | 2009-08-11 12:46:48
 Insertion of gene trap vector |      245757 |       3983022 | 2009-08-11 12:46:48 | 2009-08-11 12:46:48
 Insertion of gene trap vector |      245769 |       3983022 | 2009-08-11 12:46:49 | 2009-08-11 12:46:49
 Insertion of gene trap vector |      245778 |       3983022 | 2009-08-11 12:46:50 | 2009-08-11 12:46:50
 Insertion of gene trap vector |      245780 |       3983022 | 2009-08-11 12:46:50 | 2009-08-11 12:46:50
 Insertion of gene trap vector |      245789 |       3983022 | 2009-08-11 12:46:50 | 2009-08-11 12:46:50
 Insertion of gene trap vector |      245795 |       3983022 | 2009-08-11 12:46:51 | 2009-08-11 12:46:51
 Insertion of gene trap vector |      245796 |       3983022 | 2009-08-11 12:46:51 | 2009-08-11 12:46:51
 Insertion of gene trap vector |      245808 |       3983022 | 2009-08-11 12:46:52 | 2009-08-11 12:46:52
 Insertion of gene trap vector |      245834 |       3983022 | 2009-08-11 12:46:53 | 2009-08-11 12:46:53
 Insertion of gene trap vector |      245835 |       3983022 | 2009-08-11 12:46:53 | 2009-08-11 12:46:53
 Insertion of gene trap vector |      245836 |       3983022 | 2009-08-11 12:46:53 | 2009-08-11 12:46:53
 Insertion of gene trap vector |      245842 |       3983022 | 2009-08-11 12:46:54 | 2009-08-11 12:46:54
 Insertion of gene trap vector |      245858 |       3983022 | 2009-08-11 12:46:55 | 2009-08-11 12:46:55
 Insertion of gene trap vector |      245876 |       3983022 | 2009-08-11 12:46:56 | 2009-08-11 12:46:56
 Insertion of gene trap vector |      245879 |       3983022 | 2009-08-11 12:46:56 | 2009-08-11 12:46:56
 Insertion of gene trap vector |      245925 |       3983022 | 2009-08-11 12:46:59 | 2009-08-11 12:46:59
 Insertion of gene trap vector |      245936 |       3983022 | 2009-08-11 12:47:00 | 2009-08-11 12:47:00
 Insertion of gene trap vector |      245942 |       3983022 | 2009-08-11 12:47:00 | 2009-08-11 12:47:00
 Insertion of gene trap vector |      245952 |       3983022 | 2009-08-11 12:47:01 | 2009-08-11 12:47:01
 Insertion of gene trap vector |      245960 |       3983022 | 2009-08-11 12:47:01 | 2009-08-11 12:47:01
 Insertion of gene trap vector |      245962 |       3983022 | 2009-08-11 12:47:01 | 2009-08-11 12:47:01
 Insertion of gene trap vector |      245964 |       3983022 | 2009-08-11 12:47:01 | 2009-08-11 12:47:01
 Insertion of gene trap vector |      245971 |       3983022 | 2009-08-11 12:47:02 | 2009-08-11 12:47:02
 Insertion of gene trap vector |      245994 |       3983022 | 2009-08-11 12:47:03 | 2009-08-11 12:47:03
 Insertion of gene trap vector |      246018 |       3983022 | 2009-08-11 12:47:05 | 2009-08-11 12:47:05
 Insertion of gene trap vector |      246019 |       3983022 | 2009-08-11 12:47:05 | 2009-08-11 12:47:05
 Insertion of gene trap vector |      246028 |       3983022 | 2009-08-11 12:47:05 | 2009-08-11 12:47:05
 Insertion of gene trap vector |      246066 |       3983022 | 2009-08-11 12:47:08 | 2009-08-11 12:47:08
 Insertion of gene trap vector |      246089 |       3983022 | 2009-08-11 12:47:09 | 2009-08-11 12:47:09
 Insertion of gene trap vector |      246107 |       3983022 | 2009-08-11 12:47:10 | 2009-08-11 12:47:10
 Insertion of gene trap vector |      246121 |       3983022 | 2009-08-11 12:47:11 | 2009-08-11 12:47:11
 Insertion of gene trap vector |      246172 |       3983022 | 2009-08-11 12:47:14 | 2009-08-11 12:47:14
 Insertion of gene trap vector |      246180 |       3983022 | 2009-08-11 12:47:15 | 2009-08-11 12:47:15
 Insertion of gene trap vector |      246192 |       3983022 | 2009-08-11 12:47:16 | 2009-08-11 12:47:16
 Insertion of gene trap vector |      246214 |       3983022 | 2009-08-11 12:47:17 | 2009-08-11 12:47:17
 Insertion of gene trap vector |      246228 |       3983022 | 2009-08-11 12:47:18 | 2009-08-11 12:47:18
 Insertion of gene trap vector |      246244 |       3983022 | 2009-08-11 12:47:19 | 2009-08-11 12:47:19
 Insertion of gene trap vector |      246260 |       3983022 | 2009-08-11 12:47:20 | 2009-08-11 12:47:20
 Insertion of gene trap vector |      246267 |       3983022 | 2009-08-11 12:47:20 | 2009-08-11 12:47:20
 Insertion of gene trap vector |      246288 |       3983022 | 2009-08-11 12:47:22 | 2009-08-11 12:47:22
 Insertion of gene trap vector |      246294 |       3983022 | 2009-08-11 12:47:22 | 2009-08-11 12:47:22
 Insertion of gene trap vector |      246340 |       3983022 | 2009-08-11 12:47:25 | 2009-08-11 12:47:25
 Insertion of gene trap vector |      246374 |       3983022 | 2009-08-11 12:47:27 | 2009-08-11 12:47:27
 Insertion of gene trap vector |      246409 |       3983022 | 2009-08-11 12:47:29 | 2009-08-11 12:47:29
 Insertion of gene trap vector |      246419 |       3983022 | 2009-08-11 12:47:30 | 2009-08-11 12:47:30
 Insertion of gene trap vector |      246430 |       3983022 | 2009-08-11 12:47:30 | 2009-08-11 12:47:30
 Insertion of gene trap vector |      246474 |       3983022 | 2009-08-11 12:47:33 | 2009-08-11 12:47:33
 Insertion of gene trap vector |      246481 |       3983022 | 2009-08-11 12:47:34 | 2009-08-11 12:47:34
 Insertion of gene trap vector |      246486 |       3983022 | 2009-08-11 12:47:34 | 2009-08-11 12:47:34
 Insertion of gene trap vector |      246499 |       3983022 | 2009-08-11 12:47:35 | 2009-08-11 12:47:35
 Insertion of gene trap vector |      246510 |       3983022 | 2009-08-11 12:47:35 | 2009-08-11 12:47:35
 Insertion of gene trap vector |      246533 |       3983022 | 2009-08-11 12:47:37 | 2009-08-11 12:47:37
 Insertion of gene trap vector |      246544 |       3983022 | 2009-08-11 12:47:37 | 2009-08-11 12:47:37
 Insertion of gene trap vector |      246546 |       3983022 | 2009-08-11 12:47:38 | 2009-08-11 12:47:38
 Insertion of gene trap vector |      246557 |       3983022 | 2009-08-11 12:47:38 | 2009-08-11 12:47:38
 Insertion of gene trap vector |      246558 |       3983022 | 2009-08-11 12:47:38 | 2009-08-11 12:47:38
 Insertion of gene trap vector |      246605 |       3983022 | 2009-08-11 12:47:41 | 2009-08-11 12:47:41
 Insertion of gene trap vector |      246625 |       3983022 | 2009-08-11 12:47:43 | 2009-08-11 12:47:43
 Insertion of gene trap vector |      246628 |       3983022 | 2009-08-11 12:47:43 | 2009-08-11 12:47:43
 Insertion of gene trap vector |      246631 |       3983022 | 2009-08-11 12:47:43 | 2009-08-11 12:47:43
 Insertion of gene trap vector |      246637 |       3983022 | 2009-08-11 12:47:43 | 2009-08-11 12:47:43
 Insertion of gene trap vector |      246650 |       3983022 | 2009-08-11 12:47:44 | 2009-08-11 12:47:44
 Insertion of gene trap vector |      246719 |       3983022 | 2009-08-11 12:47:48 | 2009-08-11 12:47:48
 Insertion of gene trap vector |      246726 |       3983022 | 2009-08-11 12:47:49 | 2009-08-11 12:47:49
 Insertion of gene trap vector |      246761 |       3983022 | 2009-08-11 12:47:51 | 2009-08-11 12:47:51
 Insertion of gene trap vector |      246773 |       3983022 | 2009-08-11 12:47:52 | 2009-08-11 12:47:52
 Insertion of gene trap vector |      246776 |       3983022 | 2009-08-11 12:47:52 | 2009-08-11 12:47:52
 Insertion of gene trap vector |      246782 |       3983022 | 2009-08-11 12:47:52 | 2009-08-11 12:47:52
 Insertion of gene trap vector |      246798 |       3983022 | 2009-08-11 12:47:53 | 2009-08-11 12:47:53
 Insertion of gene trap vector |      246865 |       3983022 | 2009-08-11 12:47:58 | 2009-08-11 12:47:58
 Insertion of gene trap vector |      246866 |       3983022 | 2009-08-11 12:47:58 | 2009-08-11 12:47:58
 Insertion of gene trap vector |      246901 |       3983022 | 2009-08-11 12:48:00 | 2009-08-11 12:48:00
 Insertion of gene trap vector |      246919 |       3983022 | 2009-08-11 12:48:01 | 2009-08-11 12:48:01
 Insertion of gene trap vector |      246945 |       3983022 | 2009-08-11 12:48:03 | 2009-08-11 12:48:03
 Insertion of gene trap vector |      247004 |       3983022 | 2009-08-11 12:48:06 | 2009-08-11 12:48:06
 Insertion of gene trap vector |      247013 |       3983022 | 2009-08-11 12:48:07 | 2009-08-11 12:48:07
 Insertion of gene trap vector |      247026 |       3983022 | 2009-08-11 12:48:08 | 2009-08-11 12:48:08
 Insertion of gene trap vector |      247078 |       3983022 | 2009-08-11 12:48:11 | 2009-08-11 12:48:11
 Insertion of gene trap vector |      247103 |       3983022 | 2009-08-11 12:48:12 | 2009-08-11 12:48:12
 Insertion of gene trap vector |      247109 |       3983022 | 2009-08-11 12:48:13 | 2009-08-11 12:48:13
 Insertion of gene trap vector |      247126 |       3983022 | 2009-08-11 12:48:14 | 2009-08-11 12:48:14
 Insertion of gene trap vector |      247136 |       3983022 | 2009-08-11 12:48:14 | 2009-08-11 12:48:14
 Insertion of gene trap vector |      247149 |       3983022 | 2009-08-11 12:48:15 | 2009-08-11 12:48:15
 Insertion of gene trap vector |      247164 |       3983022 | 2009-08-11 12:48:16 | 2009-08-11 12:48:16
 Insertion of gene trap vector |      247169 |       3983022 | 2009-08-11 12:48:17 | 2009-08-11 12:48:17
 Insertion of gene trap vector |      247176 |       3983022 | 2009-08-11 12:48:17 | 2009-08-11 12:48:17
 Insertion of gene trap vector |      247186 |       3983022 | 2009-08-11 12:48:18 | 2009-08-11 12:48:18
 Insertion of gene trap vector |      247208 |       3983022 | 2009-08-11 12:48:19 | 2009-08-11 12:48:19
 Insertion of gene trap vector |      247237 |       3983022 | 2009-08-11 12:48:21 | 2009-08-11 12:48:21
 Insertion of gene trap vector |      247251 |       3983022 | 2009-08-11 12:48:22 | 2009-08-11 12:48:22
 Insertion of gene trap vector |      247273 |       3983022 | 2009-08-11 12:48:23 | 2009-08-11 12:48:23
 Insertion of gene trap vector |      247281 |       3983022 | 2009-08-11 12:48:24 | 2009-08-11 12:48:24
 Insertion of gene trap vector |      247283 |       3983022 | 2009-08-11 12:48:24 | 2009-08-11 12:48:24
 Insertion of gene trap vector |      247311 |       3983022 | 2009-08-11 12:48:25 | 2009-08-11 12:48:25
 Insertion of gene trap vector |      247349 |       3983022 | 2009-08-11 12:48:28 | 2009-08-11 12:48:28
 Insertion of gene trap vector |      247352 |       3983022 | 2009-08-11 12:48:28 | 2009-08-11 12:48:28
 Insertion of gene trap vector |      247386 |       3983022 | 2009-08-11 12:48:30 | 2009-08-11 12:48:30
 Insertion of gene trap vector |      247388 |       3983022 | 2009-08-11 12:48:30 | 2009-08-11 12:48:30
 Insertion of gene trap vector |      247448 |       3983022 | 2009-08-11 12:48:34 | 2009-08-11 12:48:34
 Insertion of gene trap vector |      247454 |       3983022 | 2009-08-11 12:48:34 | 2009-08-11 12:48:34
 Insertion of gene trap vector |      247460 |       3983022 | 2009-08-11 12:48:35 | 2009-08-11 12:48:35
 Insertion of gene trap vector |      247485 |       3983022 | 2009-08-11 12:48:36 | 2009-08-11 12:48:36
 Insertion of gene trap vector |      247489 |       3983022 | 2009-08-11 12:48:37 | 2009-08-11 12:48:37
